,life_satis,y_age,sex,educ,mar_st,occupation,vacation,money,fin_state_change,yj60.4a8,change_job,social_media,preg,physical_activity,alcohol,smoker,depression,health,level_of_trust,num_of_children,is_religious
1581,4.0,28.0,2.0,6.0,1.0,12.0,1.0,26000.0,3.0,2.0,1.0,1.0,0.0,99999997.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0
1582,4.0,46.0,1.0,5.0,2.0,12.0,1.0,24000.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0
1583,3.0,23.0,1.0,4.0,1.0,12.0,1.0,22000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,3.0,1.0,0.0,3.0
1584,3.0,73.0,2.0,5.0,5.0,4.0,0.0,15980.0,3.0,2.0,2.0,0.0,0.0,6.0,0.0,2.0,1.0,4.0,1.0,2.0,1.0
1585,2.0,62.0,2.0,6.0,1.0,12.0,2.0,28674.0,3.0,2.0,2.0,2.0,0.0,99999995.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0
1586,4.0,62.0,2.0,6.0,2.0,4.0,0.0,20000.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0
1587,3.0,63.0,1.0,6.0,2.0,4.0,0.0,12000.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0
1588,2.0,36.0,1.0,6.0,1.0,11.0,0.0,15000.0,4.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,4.0
1589,4.0,49.0,2.0,5.0,1.0,12.0,1.0,15000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1590,4.0,59.0,1.0,4.0,2.0,13.0,0.0,25000.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0
1591,4.0,58.0,2.0,4.0,2.0,4.0,0.0,12200.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,3.0,1.0
1592,4.0,37.0,2.0,1.0,1.0,13.0,0.0,26000.0,2.0,2.0,99999997.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1593,4.0,35.0,1.0,4.0,2.0,13.0,0.0,21500.0,2.0,2.0,99999997.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0
1594,4.0,82.0,1.0,4.0,2.0,4.0,0.0,16800.0,2.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0
1595,4.0,66.0,2.0,4.0,2.0,4.0,0.0,12800.0,2.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0
1596,4.0,44.0,1.0,6.0,1.0,3.0,0.0,12130.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1597,4.0,42.0,1.0,6.0,1.0,13.0,0.0,37000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1598,4.0,61.0,2.0,6.0,2.0,12.0,1.0,41000.0,2.0,2.0,2.0,1.0,0.0,6.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0
1599,4.0,40.0,2.0,6.0,2.0,13.0,0.0,19000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1600,4.0,55.0,1.0,4.0,2.0,13.0,0.0,29000.0,2.0,2.0,2.0,1.0,0.0,6.0,0.0,2.0,2.0,2.0,99999999.0,0.0,1.0
1601,4.0,50.0,2.0,4.0,4.0,13.0,0.0,22000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
1602,4.0,23.0,1.0,5.0,1.0,16.0,0.0,99999997.0,2.0,2.0,2.0,1.0,0.0,6.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1603,4.0,42.0,1.0,4.0,1.0,13.0,0.0,30000.0,2.0,2.0,2.0,0.0,0.0,99999995.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0
1604,5.0,54.0,2.0,5.0,2.0,7.0,0.0,9226.0,2.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,3.0,2.0,3.0,1.0
1605,4.0,28.0,1.0,5.0,2.0,12.0,0.0,45000.0,1.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0
1606,4.0,51.0,2.0,4.0,2.0,13.0,0.0,30000.0,1.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0
1607,4.0,29.0,2.0,5.0,1.0,13.0,0.0,18000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0
1608,5.0,83.0,1.0,6.0,2.0,4.0,0.0,19300.0,2.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0
1609,5.0,67.0,2.0,4.0,2.0,4.0,0.0,12200.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,99999999.0,2.0,4.0,1.0
1610,5.0,46.0,1.0,5.0,2.0,13.0,0.0,40000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1611,5.0,42.0,2.0,6.0,5.0,12.0,1.0,18000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0
1612,5.0,31.0,1.0,3.0,4.0,13.0,0.0,18000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0
1613,4.0,42.0,2.0,4.0,2.0,13.0,0.0,19000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
1614,4.0,44.0,1.0,6.0,2.0,13.0,0.0,45000.0,2.0,2.0,99999997.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
1615,4.0,79.0,1.0,2.0,2.0,4.0,0.0,16200.0,2.0,2.0,2.0,0.0,0.0,99999997.0,0.0,2.0,2.0,3.0,3.0,4.0,1.0
1616,3.0,75.0,2.0,4.0,2.0,4.0,0.0,18500.0,2.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,2.0,99999997.0,4.0,1.0
1617,4.0,46.0,1.0,4.0,1.0,10.0,0.0,18000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1618,4.0,44.0,1.0,4.0,1.0,12.0,0.0,35000.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1619,4.0,22.0,1.0,6.0,1.0,12.0,0.0,20000.0,2.0,2.0,2.0,1.0,0.0,99999997.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0
1620,3.0,22.0,1.0,5.0,1.0,12.0,0.0,21000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0
1621,4.0,23.0,2.0,5.0,1.0,13.0,0.0,20000.0,2.0,2.0,1.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0
1622,4.0,47.0,1.0,4.0,2.0,13.0,0.0,20000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,99999999.0,1.0,2.0
1623,4.0,37.0,2.0,4.0,2.0,13.0,0.0,15000.0,2.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0
1624,4.0,42.0,2.0,3.0,2.0,7.0,0.0,99999998.0,2.0,2.0,2.0,1.0,99999999.0,99999995.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0
1625,3.0,22.0,2.0,5.0,1.0,12.0,1.0,19000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1626,4.0,22.0,1.0,4.0,1.0,13.0,0.0,21000.0,2.0,2.0,2.0,1.0,0.0,99999997.0,0.0,2.0,2.0,2.0,99999999.0,0.0,1.0
1627,4.0,23.0,1.0,4.0,1.0,3.0,0.0,26200.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,99999999.0
1628,3.0,23.0,2.0,6.0,1.0,9.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1629,3.0,59.0,2.0,4.0,1.0,4.0,0.0,10200.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1630,4.0,80.0,2.0,2.0,5.0,4.0,0.0,12420.0,2.0,2.0,2.0,0.0,0.0,99999997.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0
1631,4.0,54.0,2.0,6.0,2.0,13.0,0.0,27600.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0
1632,3.0,47.0,1.0,4.0,2.0,9.0,0.0,18000.0,3.0,2.0,2.0,1.0,0.0,6.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0
1633,4.0,46.0,2.0,5.0,2.0,9.0,0.0,20000.0,3.0,2.0,2.0,0.0,2.0,99999995.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0
1634,4.0,25.0,2.0,4.0,1.0,9.0,0.0,20000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0
1635,3.0,45.0,2.0,5.0,1.0,13.0,0.0,25000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0
1636,4.0,22.0,2.0,5.0,1.0,13.0,0.0,14000.0,2.0,2.0,2.0,1.0,0.0,99999997.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
1637,4.0,23.0,2.0,4.0,1.0,9.0,0.0,21500.0,3.0,2.0,2.0,1.0,0.0,6.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0
1638,2.0,23.0,1.0,4.0,1.0,9.0,0.0,0.0,3.0,2.0,99999997.0,0.0,0.0,99999995.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0
1639,4.0,22.0,1.0,4.0,1.0,9.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0
1640,4.0,24.0,1.0,4.0,1.0,9.0,0.0,9000.0,2.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0
1641,4.0,23.0,1.0,4.0,1.0,15.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0
1642,3.0,22.0,2.0,4.0,1.0,9.0,0.0,20000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0
1643,2.0,68.0,1.0,4.0,5.0,4.0,0.0,16400.0,4.0,2.0,2.0,2.0,0.0,99999995.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0
1644,4.0,51.0,1.0,4.0,2.0,12.0,2.0,95060.0,3.0,2.0,2.0,2.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0
1645,4.0,51.0,2.0,5.0,2.0,12.0,2.0,15000.0,3.0,2.0,2.0,2.0,2.0,99999995.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
1646,4.0,47.0,2.0,6.0,5.0,12.0,1.0,54500.0,3.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
1647,2.0,67.0,2.0,4.0,3.0,4.0,0.0,13600.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0
1648,4.0,44.0,2.0,6.0,2.0,12.0,1.0,99999998.0,3.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
1649,3.0,70.0,2.0,2.0,2.0,4.0,0.0,12926.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
1650,2.0,73.0,1.0,1.0,2.0,4.0,0.0,18824.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0
1651,2.0,35.0,2.0,6.0,2.0,12.0,1.0,19000.0,2.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0
1652,3.0,56.0,2.0,5.0,2.0,4.0,0.0,10775.0,3.0,2.0,2.0,2.0,0.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
1653,3.0,60.0,1.0,6.0,2.0,4.0,0.0,53000.0,4.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0
1654,1.0,65.0,2.0,5.0,4.0,4.0,0.0,11100.0,5.0,2.0,2.0,0.0,0.0,99999995.0,0.0,1.0,2.0,3.0,99999997.0,0.0,4.0
1655,3.0,64.0,2.0,5.0,2.0,4.0,0.0,11100.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0
1656,3.0,67.0,1.0,5.0,2.0,4.0,0.0,12300.0,5.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,2.0,3.0
1657,3.0,37.0,1.0,5.0,1.0,12.0,2.0,45000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,3.0,3.0,0.0,3.0
1658,4.0,23.0,1.0,5.0,1.0,16.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0
1659,2.0,80.0,2.0,2.0,5.0,4.0,0.0,19240.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
1660,4.0,45.0,2.0,4.0,5.0,12.0,1.0,28000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
1661,3.0,49.0,1.0,6.0,2.0,4.0,0.0,25000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
1662,4.0,53.0,1.0,4.0,2.0,12.0,1.0,15000.0,3.0,2.0,2.0,0.0,0.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0
1663,4.0,50.0,2.0,5.0,2.0,12.0,2.0,27000.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0
1664,4.0,41.0,1.0,4.0,2.0,12.0,1.0,25000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0
1665,3.0,22.0,1.0,5.0,1.0,12.0,2.0,32640.0,5.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0
1666,4.0,22.0,2.0,5.0,1.0,12.0,1.0,23000.0,4.0,2.0,1.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0
1667,1.0,44.0,2.0,2.0,3.0,12.0,2.0,6000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0
1668,4.0,51.0,1.0,5.0,2.0,12.0,1.0,40000.0,2.0,2.0,2.0,2.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
1669,3.0,51.0,2.0,5.0,2.0,11.0,0.0,35000.0,99999997.0,2.0,99999997.0,2.0,2.0,99999995.0,0.0,2.0,2.0,2.0,99999997.0,1.0,2.0
1670,4.0,45.0,1.0,6.0,2.0,13.0,0.0,38000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0
1671,4.0,49.0,2.0,5.0,4.0,12.0,1.0,25000.0,3.0,2.0,2.0,2.0,2.0,99999995.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0
1672,4.0,26.0,1.0,6.0,1.0,12.0,1.0,60000.0,4.0,2.0,99999997.0,1.0,0.0,99999995.0,2.0,2.0,2.0,2.0,1.0,0.0,99999997.0
1673,3.0,22.0,2.0,6.0,1.0,12.0,1.0,30000.0,2.0,2.0,99999997.0,1.0,0.0,99999995.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0
1674,4.0,59.0,1.0,6.0,4.0,11.0,0.0,15000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0
1675,3.0,69.0,2.0,1.0,5.0,4.0,0.0,8940.0,3.0,2.0,2.0,0.0,0.0,99999995.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0
1676,4.0,50.0,2.0,4.0,2.0,12.0,1.0,8000.0,3.0,2.0,1.0,1.0,2.0,99999995.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0
1677,4.0,53.0,1.0,2.0,2.0,12.0,1.0,27000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0
1678,4.0,31.0,1.0,4.0,99999998.0,12.0,1.0,22000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0
1679,2.0,22.0,2.0,5.0,1.0,12.0,2.0,0.0,5.0,2.0,1.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0
1680,3.0,52.0,1.0,5.0,2.0,12.0,1.0,13000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0
1681,3.0,45.0,2.0,4.0,2.0,12.0,2.0,5000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
1682,2.0,24.0,1.0,4.0,1.0,13.0,0.0,16000.0,5.0,2.0,1.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0
1683,1.0,47.0,1.0,3.0,2.0,9.0,0.0,10000.0,4.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,3.0,99999999.0,1.0,1.0
1684,2.0,49.0,2.0,4.0,2.0,9.0,0.0,8000.0,5.0,2.0,2.0,0.0,2.0,99999995.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0
1685,2.0,59.0,2.0,4.0,5.0,4.0,0.0,10700.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0
1686,3.0,56.0,2.0,5.0,2.0,12.0,1.0,17600.0,2.0,2.0,2.0,0.0,0.0,99999995.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
1687,4.0,23.0,1.0,6.0,1.0,12.0,2.0,30000.0,4.0,2.0,2.0,1.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0
1688,4.0,61.0,1.0,4.0,3.0,12.0,1.0,21683.0,2.0,2.0,2.0,0.0,0.0,99999995.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0
1689,4.0,57.0,1.0,4.0,2.0,12.0,1.0,21200.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0
1690,3.0,63.0,2.0,5.0,2.0,4.0,0.0,11400.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0
1691,3.0,49.0,2.0,4.0,3.0,12.0,1.0,18000.0,4.0,2.0,2.0,2.0,2.0,99999995.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
1692,4.0,41.0,2.0,6.0,2.0,12.0,1.0,30000.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0
1693,2.0,60.0,1.0,4.0,5.0,4.0,0.0,16000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0
1694,1.0,23.0,2.0,4.0,2.0,7.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0
1695,3.0,53.0,1.0,5.0,1.0,12.0,2.0,25800.0,2.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0
1696,4.0,41.0,2.0,5.0,2.0,12.0,1.0,20000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
1697,3.0,49.0,1.0,6.0,2.0,11.0,1.0,50000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0
1698,4.0,23.0,1.0,6.0,1.0,8.0,0.0,5000.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,5.0
1699,1.0,22.0,1.0,5.0,1.0,13.0,0.0,15600.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0
1700,1.0,66.0,2.0,6.0,4.0,4.0,0.0,15700.0,5.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0
1701,4.0,49.0,1.0,5.0,2.0,11.0,0.0,65000.0,5.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0
1702,4.0,22.0,1.0,6.0,1.0,12.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0
1703,2.0,86.0,2.0,4.0,5.0,4.0,0.0,23100.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0
1704,2.0,78.0,2.0,4.0,4.0,4.0,0.0,14500.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0
1705,2.0,58.0,2.0,6.0,5.0,4.0,0.0,15200.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0
1706,2.0,65.0,1.0,4.0,3.0,4.0,0.0,25000.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
1707,3.0,22.0,1.0,5.0,1.0,12.0,1.0,38000.0,3.0,2.0,1.0,1.0,0.0,99999995.0,2.0,1.0,2.0,2.0,3.0,0.0,5.0
1708,4.0,23.0,2.0,5.0,4.0,12.0,1.0,40000.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0
1709,3.0,21.0,2.0,4.0,1.0,12.0,2.0,23300.0,3.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
1710,4.0,34.0,2.0,6.0,3.0,13.0,0.0,20000.0,5.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0
1711,2.0,59.0,2.0,4.0,2.0,13.0,0.0,19000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0
1712,3.0,60.0,1.0,4.0,2.0,8.0,0.0,5000.0,5.0,2.0,1.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0
1713,4.0,35.0,1.0,3.0,2.0,12.0,2.0,40000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0
1714,4.0,20.0,2.0,5.0,1.0,12.0,2.0,15000.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0
1715,3.0,22.0,1.0,5.0,1.0,12.0,2.0,25000.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0
1716,4.0,49.0,2.0,6.0,2.0,12.0,1.0,25000.0,3.0,1.0,99999997.0,1.0,2.0,99999995.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0
1717,3.0,25.0,1.0,4.0,1.0,13.0,0.0,28000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0
1718,4.0,53.0,2.0,4.0,2.0,12.0,1.0,14000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0
1719,4.0,34.0,1.0,6.0,2.0,12.0,1.0,80000.0,3.0,2.0,1.0,1.0,0.0,99999995.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0
1720,3.0,61.0,1.0,4.0,2.0,12.0,1.0,33126.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,99999997.0,2.0,99999997.0
1721,4.0,85.0,2.0,5.0,4.0,4.0,0.0,25000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0
1722,4.0,35.0,2.0,6.0,2.0,12.0,1.0,30000.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0
1723,3.0,68.0,1.0,4.0,2.0,4.0,0.0,17100.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0
1724,3.0,67.0,2.0,6.0,2.0,4.0,0.0,15500.0,3.0,2.0,2.0,2.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0
1725,4.0,51.0,2.0,5.0,5.0,12.0,2.0,60600.0,1.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0
1726,2.0,42.0,2.0,6.0,4.0,12.0,1.0,32000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0
1727,2.0,51.0,2.0,4.0,1.0,8.0,0.0,11600.0,3.0,2.0,1.0,1.0,2.0,99999995.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0
1728,4.0,79.0,1.0,5.0,5.0,4.0,0.0,22556.88,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0
1729,2.0,64.0,2.0,5.0,3.0,4.0,0.0,12100.0,4.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0
1730,4.0,66.0,1.0,4.0,3.0,4.0,0.0,8200.0,4.0,2.0,2.0,1.0,0.0,99999995.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0
1731,4.0,55.0,2.0,6.0,2.0,12.0,1.0,24500.0,2.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0
1732,4.0,49.0,1.0,5.0,2.0,12.0,1.0,25000.0,3.0,2.0,2.0,2.0,0.0,99999995.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
1733,2.0,28.0,2.0,6.0,1.0,12.0,2.0,60000.0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0
1734,5.0,22.0,1.0,6.0,1.0,16.0,0.0,20000.0,3.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0
